InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,DayOfWeek,Hour,Date,Region
559809,21288,STRIPEY CHOCOLATE NESTING BOXES,2,2011-07-12 14:57:00,2.95,16409,United Kingdom,5.9,2011,7,Tuesday,14,2011-07-12,UK
563753,POST,POSTAGE,3,2011-08-19 10:51:00,18.0,12513,France,54.0,2011,8,Friday,10,2011-08-19,Europe
544670,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-02-22 15:22:00,9.95,16161,United Kingdom,19.9,2011,2,Tuesday,15,2011-02-22,UK
545027,21866,UNION JACK FLAG LUGGAGE TAG,4,2011-02-25 14:59:00,3.29,15287,United Kingdom,13.16,2011,2,Friday,14,2011-02-25,UK
541987,22508,DOORSTOP RETROSPOT HEART,2,2011-01-24 16:05:00,3.75,14130,United Kingdom,7.5,2011,1,Monday,16,2011-01-24,UK
556080,21041,RED RETROSPOT OVEN GLOVE DOUBLE,11,2011-06-08 15:21:00,6.63,15287,United Kingdom,72.92999999999999,2011,6,Wednesday,15,2011-06-08,UK
578032,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-11-22 13:41:00,3.75,16633,United Kingdom,22.5,2011,11,Tuesday,13,2011-11-22,UK
568152,23296,SET OF 6 TEA TIME BAKING CASES,4,2011-09-25 11:40:00,1.25,16480,United Kingdom,5.0,2011,9,Sunday,11,2011-09-25,UK
572540,23100,SILVER BELLS TABLE DECORATION,2,2011-10-24 16:17:00,2.46,15287,United Kingdom,4.92,2011,10,Monday,16,2011-10-24,UK
578366,22668,PINK BABY BUNTING,5,2011-11-24 10:53:00,2.95,16173,United Kingdom,14.75,2011,11,Thursday,10,2011-11-24,UK
544455,22084,PAPER CHAIN KIT EMPIRE,4,2011-02-20 13:18:00,2.95,13097,United Kingdom,11.8,2011,2,Sunday,13,2011-02-20,UK
549155,22251,BIRDHOUSE DECORATION MAGIC GARDEN,2,2011-04-06 17:08:00,2.46,15287,United Kingdom,4.92,2011,4,Wednesday,17,2011-04-06,UK
541424,84978,HANGING HEART JAR T-LIGHT HOLDER,2,2011-01-17 17:57:00,2.46,15287,United Kingdom,4.92,2011,1,Monday,17,2011-01-17,UK
558068,22920,HERB MARKER BASIL,1,2011-06-24 15:51:00,1.63,15287,United Kingdom,1.63,2011,6,Friday,15,2011-06-24,UK
560300,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,6,2011-07-18 10:29:00,1.0,14911,EIRE,6.0,2011,7,Monday,10,2011-07-18,Europe
545084,20819,SILVER TEDDY BEAR,4,2011-02-28 10:55:00,3.75,12458,Switzerland,15.0,2011,2,Monday,10,2011-02-28,Europe
542623,85150,LADIES & GENTLEMEN METAL SIGN,6,2011-01-31 09:41:00,2.55,17239,United Kingdom,15.3,2011,1,Monday,9,2011-01-31,UK
568059,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2,2011-09-23 12:58:00,1.45,13097,United Kingdom,2.9,2011,9,Friday,12,2011-09-23,UK
539461,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-12-19 10:21:00,4.65,17243,United Kingdom,18.6,2010,12,Sunday,10,2010-12-19,UK
561214,22269,EGG CUP NATURAL CHICKEN,4,2011-07-25 17:00:00,0.83,15287,United Kingdom,3.32,2011,7,Monday,17,2011-07-25,UK
564216,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-08-24 09:23:00,0.85,12642,Germany,10.2,2011,8,Wednesday,9,2011-08-24,Europe
579787,20750,RED RETROSPOT MINI CASES,1,2011-11-30 15:33:00,16.63,15287,United Kingdom,16.63,2011,11,Wednesday,15,2011-11-30,UK
537622,85014B,RED RETROSPOT UMBRELLA,2,2010-12-07 14:30:00,5.95,13173,United Kingdom,11.9,2010,12,Tuesday,14,2010-12-07,UK
561371,22629,SPACEBOY LUNCH BOX ,1,2011-07-26 16:25:00,4.13,15287,United Kingdom,4.13,2011,7,Tuesday,16,2011-07-26,UK
541592,22211,WOOD STAMP SET FLOWERS,2,2011-01-19 15:08:00,1.63,15287,United Kingdom,3.26,2011,1,Wednesday,15,2011-01-19,UK
543467,17084N,FAIRY DREAMS INCENSE ,1,2011-02-08 14:35:00,0.42,15287,United Kingdom,0.42,2011,2,Tuesday,14,2011-02-08,UK
560579,21907,I'M ON HOLIDAY METAL SIGN,2,2011-07-19 15:13:00,2.1,15867,United Kingdom,4.2,2011,7,Tuesday,15,2011-07-19,UK
560915,21930,JUMBO STORAGE BAG SKULLS,10,2011-07-21 18:19:00,2.08,13313,United Kingdom,20.8,2011,7,Thursday,18,2011-07-21,UK
558774,23298,SPOTTY BUNTING,2,2011-07-04 10:17:00,10.79,15287,United Kingdom,21.58,2011,7,Monday,10,2011-07-04,UK
562688,20773,BLUE PAISLEY NOTEBOOK,3,2011-08-08 13:53:00,1.65,13869,United Kingdom,4.949999999999999,2011,8,Monday,13,2011-08-08,UK
552313,23052,RECYCLED ACAPULCO MAT TURQUOISE,4,2011-05-08 16:03:00,8.25,13139,United Kingdom,33.0,2011,5,Sunday,16,2011-05-08,UK
536943,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-12-03 12:11:00,1.69,17884,United Kingdom,13.52,2010,12,Friday,12,2010-12-03,UK
576066,23252,VINTAGE RED ENAMEL TRIM JUG ,1,2011-11-13 15:44:00,3.75,16898,United Kingdom,3.75,2011,11,Sunday,15,2011-11-13,UK
548308,22343,PARTY PIZZA DISH RED RETROSPOT,6,2011-03-30 12:00:00,0.85,17220,United Kingdom,5.1,2011,3,Wednesday,12,2011-03-30,UK
562046,22254,FELT TOADSTOOL LARGE,12,2011-08-02 10:34:00,1.25,12378,Switzerland,15.0,2011,8,Tuesday,10,2011-08-02,Europe
567890,23375,50'S CHRISTMAS PAPER GIFT BAG,10,2011-09-22 15:40:00,0.82,14125,United Kingdom,8.2,2011,9,Thursday,15,2011-09-22,UK
575202,23326,HANGING MINI COLOURED BOTTLES,48,2011-11-09 10:14:00,0.63,13018,United Kingdom,30.24,2011,11,Wednesday,10,2011-11-09,UK
554694,35004B,SET OF 3 BLACK FLYING DUCKS,1,2011-05-25 17:06:00,5.79,15287,United Kingdom,5.79,2011,5,Wednesday,17,2011-05-25,UK
568868,23401,RUSTIC MIRROR WITH LACE HEART,2,2011-09-29 12:00:00,6.25,12957,United Kingdom,12.5,2011,9,Thursday,12,2011-09-29,UK
555562,20886,BOX OF 9 PEBBLE CANDLES,1,2011-06-05 14:45:00,1.95,17841,United Kingdom,1.95,2011,6,Sunday,14,2011-06-05,UK
547726,85099F,JUMBO BAG STRAWBERRY,100,2011-03-25 10:49:00,1.65,16029,United Kingdom,165.0,2011,3,Friday,10,2011-03-25,UK
548194,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-03-29 15:30:00,5.79,15287,United Kingdom,5.79,2011,3,Tuesday,15,2011-03-29,UK
546993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-18 13:19:00,2.95,17921,United Kingdom,14.75,2011,3,Friday,13,2011-03-18,UK
572074,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,6,2011-10-20 13:54:00,0.85,16284,United Kingdom,5.1,2011,10,Thursday,13,2011-10-20,UK
543546,20676,RED RETROSPOT BOWL,2,2011-02-09 16:52:00,2.46,15287,United Kingdom,4.92,2011,2,Wednesday,16,2011-02-09,UK
564838,20723,STRAWBERRY CHARLOTTE BAG,1,2011-08-30 12:43:00,1.63,15287,United Kingdom,1.63,2011,8,Tuesday,12,2011-08-30,UK
538566,22835,HOT WATER BOTTLE I AM SO POORLY,12,2010-12-13 11:21:00,4.65,15287,United Kingdom,55.8,2010,12,Monday,11,2010-12-13,UK
550329,22595,GINGHAM HEART DECORATION,12,2011-04-17 13:20:00,0.85,13951,United Kingdom,10.2,2011,4,Sunday,13,2011-04-17,UK
560035,48194,DOORMAT HEARTS,6,2011-07-14 13:41:00,7.95,17706,United Kingdom,47.7,2011,7,Thursday,13,2011-07-14,UK
538177,22203,MILK PAN RED RETROSPOT,1,2010-12-10 09:51:00,7.62,15287,United Kingdom,7.62,2010,12,Friday,9,2010-12-10,UK
555194,22090,PAPER BUNTING RETROSPOT,40,2011-06-01 11:13:00,2.55,16422,United Kingdom,102.0,2011,6,Wednesday,11,2011-06-01,UK
564755,22090,PAPER BUNTING RETROSPOT,1,2011-08-30 10:31:00,5.79,15287,United Kingdom,5.79,2011,8,Tuesday,10,2011-08-30,UK
562011,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,32,2011-08-01 13:54:00,4.25,16745,United Kingdom,136.0,2011,8,Monday,13,2011-08-01,UK
570272,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-10-10 10:45:00,1.25,14297,United Kingdom,15.0,2011,10,Monday,10,2011-10-10,UK
544474,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,12,2011-02-21 09:52:00,1.25,12423,Belgium,15.0,2011,2,Monday,9,2011-02-21,Europe
579125,21619,4 VANILLA BOTANICAL CANDLES,12,2011-11-28 12:19:00,1.25,14215,United Kingdom,15.0,2011,11,Monday,12,2011-11-28,UK
564630,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-08-26 11:53:00,5.95,13644,United Kingdom,17.85,2011,8,Friday,11,2011-08-26,UK
578488,23275,SET OF 3 HANGING OWLS OLLIE BEAK,24,2011-11-24 12:53:00,1.25,12784,Portugal,30.0,2011,11,Thursday,12,2011-11-24,Europe
578255,23494,VINTAGE DOILY DELUXE SEWING KIT ,6,2011-11-23 12:58:00,5.95,14675,United Kingdom,35.7,2011,11,Wednesday,12,2011-11-23,UK
558761,22405,MONEY BOX POCKET MONEY DESIGN,1,2011-07-03 12:52:00,1.25,15033,United Kingdom,1.25,2011,7,Sunday,12,2011-07-03,UK
548150,22919,HERB MARKER MINT,10,2011-03-29 12:55:00,0.65,17315,United Kingdom,6.5,2011,3,Tuesday,12,2011-03-29,UK
573326,23079,TOADSTOOL BEDSIDE LIGHT ,4,2011-10-30 11:08:00,8.95,15298,United Kingdom,35.8,2011,10,Sunday,11,2011-10-30,UK
580367,21619,4 VANILLA BOTANICAL CANDLES,1,2011-12-02 16:39:00,3.29,15287,United Kingdom,3.29,2011,12,Friday,16,2011-12-02,UK
538071,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-09 14:09:00,16.13,15287,United Kingdom,32.26,2010,12,Thursday,14,2010-12-09,UK
558902,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-07-04 16:08:00,0.85,13001,United Kingdom,10.2,2011,7,Monday,16,2011-07-04,UK
569230,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,2011-10-02 15:07:00,4.95,16533,United Kingdom,4.95,2011,10,Sunday,15,2011-10-02,UK
569524,23171,REGENCY TEA PLATE GREEN ,2,2011-10-04 14:42:00,1.65,14506,United Kingdom,3.3,2011,10,Tuesday,14,2011-10-04,UK
542836,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,2011-02-01 11:31:00,1.25,16745,United Kingdom,1.25,2011,2,Tuesday,11,2011-02-01,UK
562980,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-08-11 11:44:00,2.08,17686,United Kingdom,20.8,2011,8,Thursday,11,2011-08-11,UK
553737,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-05-19 08:50:00,2.55,15116,United Kingdom,15.3,2011,5,Thursday,8,2011-05-19,UK
545821,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-03-07 12:50:00,1.95,13001,United Kingdom,19.5,2011,3,Monday,12,2011-03-07,UK
550318,21713,CITRONELLA CANDLE FLOWERPOT,4,2011-04-17 12:25:00,2.1,16085,United Kingdom,8.4,2011,4,Sunday,12,2011-04-17,UK
577742,21401,BLUE PUDDING SPOON,9,2011-11-21 13:41:00,0.12,13755,United Kingdom,1.08,2011,11,Monday,13,2011-11-21,UK
556671,16225,RATTLE SNAKE EGGS,2,2011-06-13 16:33:00,1.25,17841,United Kingdom,2.5,2011,6,Monday,16,2011-06-13,UK
544664,22935,BAKING MOULD ROSE MILK CHOCOLATE,12,2011-02-22 14:55:00,3.25,16045,United Kingdom,39.0,2011,2,Tuesday,14,2011-02-22,UK
576644,23300,GARDENERS KNEELING PAD CUP OF TEA ,6,2011-11-16 10:01:00,3.29,15287,United Kingdom,19.74,2011,11,Wednesday,10,2011-11-16,UK
563037,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-08-11 15:02:00,0.85,12362,Belgium,10.2,2011,8,Thursday,15,2011-08-11,Europe
563722,22478,BIRDHOUSE GARDEN MARKER ,10,2011-08-18 16:32:00,1.25,17720,United Kingdom,12.5,2011,8,Thursday,16,2011-08-18,UK
561820,23204,CHARLOTTE BAG APPLES DESIGN,1,2011-07-29 16:00:00,1.63,15287,United Kingdom,1.63,2011,7,Friday,16,2011-07-29,UK
573393,21993,FLORAL FOLK STATIONERY SET,12,2011-10-30 15:08:00,1.25,14158,United Kingdom,15.0,2011,10,Sunday,15,2011-10-30,UK
551956,22167, OVAL WALL MIRROR DIAMANTE ,2,2011-05-05 12:22:00,9.95,15021,United Kingdom,19.9,2011,5,Thursday,12,2011-05-05,UK
543182,21507,"ELEPHANT, BIRTHDAY CARD, ",1,2011-02-04 10:39:00,0.83,15287,United Kingdom,0.83,2011,2,Friday,10,2011-02-04,UK
556917,22070,SMALL RED RETROSPOT MUG IN BOX ,36,2011-06-15 13:37:00,3.39,12415,Australia,122.04,2011,6,Wednesday,13,2011-06-15,Oceania
542255,90214L,"LETTER ""L"" BLING KEY RING",1,2011-01-26 16:43:00,0.83,15287,United Kingdom,0.83,2011,1,Wednesday,16,2011-01-26,UK
581219,22377,BOTTLE BAG RETROSPOT ,1,2011-12-08 09:28:00,4.13,15287,United Kingdom,4.13,2011,12,Thursday,9,2011-12-08,UK
568703,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2,2011-09-28 15:21:00,1.25,12748,United Kingdom,2.5,2011,9,Wednesday,15,2011-09-28,UK
544409,21625,VINTAGE UNION JACK APRON,3,2011-02-18 13:32:00,6.95,16265,United Kingdom,20.85,2011,2,Friday,13,2011-02-18,UK
551889,22917,HERB MARKER ROSEMARY,12,2011-05-05 09:34:00,0.65,18198,United Kingdom,7.800000000000001,2011,5,Thursday,9,2011-05-05,UK
544824,22823,CHEST NATURAL WOOD 20 DRAWERS,1,2011-02-24 09:32:00,125.0,17139,United Kingdom,125.0,2011,2,Thursday,9,2011-02-24,UK
563688,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,2011-08-18 12:41:00,0.85,16767,United Kingdom,10.2,2011,8,Thursday,12,2011-08-18,UK
564200,35970,ZINC FOLKART SLEIGH BELLS,1,2011-08-23 17:37:00,1.69,18018,United Kingdom,1.69,2011,8,Tuesday,17,2011-08-23,UK
567656,21892,TRADITIONAL WOODEN CATCH CUP GAME ,4,2011-09-21 14:40:00,2.46,14096,United Kingdom,9.84,2011,9,Wednesday,14,2011-09-21,UK
579508,20718,RED RETROSPOT SHOPPER BAG,3,2011-11-29 16:33:00,2.46,15287,United Kingdom,7.38,2011,11,Tuesday,16,2011-11-29,UK
554837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-26 16:30:00,2.95,14584,United Kingdom,8.850000000000001,2011,5,Thursday,16,2011-05-26,UK
562137,23545,WRAP RED DOILEY,25,2011-08-03 10:04:00,0.42,12720,Germany,10.5,2011,8,Wednesday,10,2011-08-03,Europe
564079,22692,DOORMAT WELCOME TO OUR HOME,2,2011-08-22 15:55:00,7.95,12627,Germany,15.9,2011,8,Monday,15,2011-08-22,Europe
547835,21524,DOORMAT SPOTTY HOME SWEET HOME,10,2011-03-27 10:18:00,6.75,15465,United Kingdom,67.5,2011,3,Sunday,10,2011-03-27,UK
566290,21078,SET/20 STRAWBERRY PAPER NAPKINS ,2,2011-09-11 15:24:00,0.85,14456,United Kingdom,1.7,2011,9,Sunday,15,2011-09-11,UK
541219,21802,CHRISTMAS TREE HEART DECORATION,2,2011-01-14 14:06:00,0.42,15287,United Kingdom,0.84,2011,1,Friday,14,2011-01-14,UK
568135,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,2011-09-23 17:04:00,1.63,15287,United Kingdom,1.63,2011,9,Friday,17,2011-09-23,UK
564626,21533,RETROSPOT LARGE MILK JUG,12,2011-08-26 11:40:00,4.25,18167,United Kingdom,51.0,2011,8,Friday,11,2011-08-26,UK
547226,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,3,2011-03-21 15:33:00,4.25,14167,United Kingdom,12.75,2011,3,Monday,15,2011-03-21,UK
542269,22783,SET 3 WICKER OVAL BASKETS W LIDS,2,2011-01-27 09:33:00,19.95,14442,Channel Islands,39.9,2011,1,Thursday,9,2011-01-27,Europe
540163,21879,HEARTS GIFT TAPE,24,2011-01-05 11:52:00,0.19,13089,United Kingdom,4.5600000000000005,2011,1,Wednesday,11,2011-01-05,UK
577052,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-11-17 14:08:00,4.25,17397,United Kingdom,4.25,2011,11,Thursday,14,2011-11-17,UK
538351,21211,SET OF 72 SKULL PAPER  DOILIES,1,2010-12-10 15:17:00,3.83,15287,United Kingdom,3.83,2010,12,Friday,15,2010-12-10,UK
566976,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-09-16 09:27:00,1.25,15382,United Kingdom,15.0,2011,9,Friday,9,2011-09-16,UK
576618,15039,SANDALWOOD FAN,1,2011-11-15 17:00:00,1.63,15287,United Kingdom,1.63,2011,11,Tuesday,17,2011-11-15,UK
562213,85099F,JUMBO BAG STRAWBERRY,3,2011-08-03 13:39:00,2.08,13975,United Kingdom,6.24,2011,8,Wednesday,13,2011-08-03,UK
570267,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-10-10 10:13:00,2.95,12682,France,17.700000000000003,2011,10,Monday,10,2011-10-10,Europe
545897,85054,FRENCH ENAMEL POT W LID,1,2011-03-07 17:22:00,5.79,15287,United Kingdom,5.79,2011,3,Monday,17,2011-03-07,UK
575607,22544,MINI JIGSAW SPACEBOY,1,2011-11-10 12:37:00,0.83,14096,United Kingdom,0.83,2011,11,Thursday,12,2011-11-10,UK
579711,22585,PACK OF 6 BIRDY GIFT TAGS,2,2011-11-30 14:17:00,1.25,15060,United Kingdom,2.5,2011,11,Wednesday,14,2011-11-30,UK
573078,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-10-27 14:13:00,2.1,12839,United Kingdom,12.6,2011,10,Thursday,14,2011-10-27,UK
565427,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-09-04 12:49:00,2.95,17774,United Kingdom,2.95,2011,9,Sunday,12,2011-09-04,UK
551014,22991,GIRAFFE WOODEN RULER,12,2011-04-26 11:04:00,1.95,13209,United Kingdom,23.4,2011,4,Tuesday,11,2011-04-26,UK
556237,22147,FELTCRAFT BUTTERFLY HEARTS,1,2011-06-09 15:34:00,3.29,15287,United Kingdom,3.29,2011,6,Thursday,15,2011-06-09,UK
558636,22673,FRENCH GARDEN SIGN BLUE METAL,7,2011-06-30 19:58:00,1.25,14702,United Kingdom,8.75,2011,6,Thursday,19,2011-06-30,UK
543815,82600,NO SINGING METAL SIGN,1,2011-02-13 15:18:00,2.1,17255,United Kingdom,2.1,2011,2,Sunday,15,2011-02-13,UK
555149,23084,RABBIT NIGHT LIGHT,2,2011-05-31 15:49:00,4.13,15287,United Kingdom,8.26,2011,5,Tuesday,15,2011-05-31,UK
539492,22818,CARD CHRISTMAS VILLAGE,1,2010-12-20 10:14:00,0.85,15287,United Kingdom,0.85,2010,12,Monday,10,2010-12-20,UK
569496,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-10-04 13:45:00,2.95,12395,Belgium,17.700000000000003,2011,10,Tuesday,13,2011-10-04,Europe
549118,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-04-06 13:18:00,4.95,14911,EIRE,14.85,2011,4,Wednesday,13,2011-04-06,Europe
555356,22725,ALARM CLOCK BAKELIKE CHOCOLATE,12,2011-06-02 13:29:00,3.75,16672,United Kingdom,45.0,2011,6,Thursday,13,2011-06-02,UK
536982,22524,CHILDRENS GARDEN GLOVES BLUE,2,2010-12-03 14:27:00,3.36,15287,United Kingdom,6.72,2010,12,Friday,14,2010-12-03,UK
559058,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-07-06 09:49:00,2.55,12407,Belgium,45.9,2011,7,Wednesday,9,2011-07-06,Europe
550302,22283,6 EGG HOUSE PAINTED WOOD,4,2011-04-17 10:17:00,7.95,14156,EIRE,31.8,2011,4,Sunday,10,2011-04-17,Europe
561917,23301,GARDENERS KNEELING PAD KEEP CALM ,4,2011-08-01 11:57:00,1.65,16904,United Kingdom,6.6,2011,8,Monday,11,2011-08-01,UK
560433,23228,FILIGREE HEART BIRD WHITE ,5,2011-07-18 15:49:00,2.46,15287,United Kingdom,12.3,2011,7,Monday,15,2011-07-18,UK
562688,22746,POPPY'S PLAYHOUSE LIVINGROOM ,3,2011-08-08 13:53:00,2.1,13869,United Kingdom,6.300000000000001,2011,8,Monday,13,2011-08-08,UK
555650,22849,BREAD BIN DINER STYLE MINT,2,2011-06-06 13:48:00,16.95,14156,EIRE,33.9,2011,6,Monday,13,2011-06-06,Europe
575049,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,24,2011-11-08 12:13:00,0.83,12721,France,19.92,2011,11,Tuesday,12,2011-11-08,Europe
571941,23284,DOORMAT KEEP CALM AND COME IN,2,2011-10-20 10:04:00,8.25,14261,United Kingdom,16.5,2011,10,Thursday,10,2011-10-20,UK
550461,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1930,2011-04-18 13:20:00,2.4,15749,United Kingdom,4632.0,2011,4,Monday,13,2011-04-18,UK
577341,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-11-18 15:00:00,2.1,16279,United Kingdom,25.200000000000003,2011,11,Friday,15,2011-11-18,UK
578827,21015,DARK BIRD HOUSE TREE DECORATION,1,2011-11-25 14:25:00,0.83,15287,United Kingdom,0.83,2011,11,Friday,14,2011-11-25,UK
568531,23503,PLAYING CARDS KEEP CALM & CARRY ON,3,2011-09-27 13:49:00,1.25,16713,United Kingdom,3.75,2011,9,Tuesday,13,2011-09-27,UK
552952,21936,RED RETROSPOT PICNIC BAG,6,2011-05-12 12:10:00,2.95,13837,United Kingdom,17.700000000000003,2011,5,Thursday,12,2011-05-12,UK
543610,48138,DOORMAT UNION FLAG,4,2011-02-10 14:30:00,7.95,16425,United Kingdom,31.8,2011,2,Thursday,14,2011-02-10,UK
558066,21915,RED  HARMONICA IN BOX ,1,2011-06-24 15:45:00,2.46,15287,United Kingdom,2.46,2011,6,Friday,15,2011-06-24,UK
544286,22788,BROCANTE COAT RACK,2,2011-02-17 12:29:00,9.95,13151,United Kingdom,19.9,2011,2,Thursday,12,2011-02-17,UK
538363,22174,PHOTO CUBE,6,2010-12-10 17:14:00,1.65,18016,United Kingdom,9.9,2010,12,Friday,17,2010-12-10,UK
578233,22383,LUNCH BAG SUKI DESIGN ,10,2011-11-23 12:20:00,1.65,14049,United Kingdom,16.5,2011,11,Wednesday,12,2011-11-23,UK
569079,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-30 11:45:00,4.95,14226,United Kingdom,19.8,2011,9,Friday,11,2011-09-30,UK
552702,47593B,SCOTTIE DOGS BABY BIB,3,2011-05-10 16:00:00,0.83,15287,United Kingdom,2.49,2011,5,Tuesday,16,2011-05-10,UK
561050,23187,FRENCH STYLE STORAGE JAR BONBONS,48,2011-07-24 13:06:00,0.29,16558,United Kingdom,13.919999999999998,2011,7,Sunday,13,2011-07-24,UK
558888,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-07-04 15:29:00,1.25,14056,United Kingdom,15.0,2011,7,Monday,15,2011-07-04,UK
577286,22069,BROWN  PIRATE TREASURE CHEST ,1,2011-11-18 12:39:00,1.65,14606,United Kingdom,1.65,2011,11,Friday,12,2011-11-18,UK
546534,20719,WOODLAND CHARLOTTE BAG,10,2011-03-14 13:56:00,0.85,16150,United Kingdom,8.5,2011,3,Monday,13,2011-03-14,UK
565246,22999,TRAVEL CARD WALLET VINTAGE LEAF,24,2011-09-02 10:27:00,0.42,12408,Belgium,10.08,2011,9,Friday,10,2011-09-02,Europe
572063,90214L,"LETTER ""L"" BLING KEY RING",1,2011-10-20 12:57:00,1.25,14606,United Kingdom,1.25,2011,10,Thursday,12,2011-10-20,UK
574839,23426,METAL SIGN DROP YOUR PANTS,1,2011-11-07 11:40:00,2.89,15493,United Kingdom,2.89,2011,11,Monday,11,2011-11-07,UK
549127,22477,WATERING CAN GARDEN MARKER,50,2011-04-06 14:23:00,1.25,14403,United Kingdom,62.5,2011,4,Wednesday,14,2011-04-06,UK
575603,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,4,2011-11-10 12:29:00,1.65,18125,United Kingdom,6.6,2011,11,Thursday,12,2011-11-10,UK
559912,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-07-13 15:04:00,3.29,14221,United Kingdom,13.16,2011,7,Wednesday,15,2011-07-13,UK
556788,23077,DOUGHNUT LIP GLOSS ,20,2011-06-14 13:40:00,1.25,15129,United Kingdom,25.0,2011,6,Tuesday,13,2011-06-14,UK
563924,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-08-21 14:32:00,4.15,15984,United Kingdom,4.15,2011,8,Sunday,14,2011-08-21,UK
567380,21039,RED RETROSPOT SHOPPING BAG,6,2011-09-20 10:06:00,2.55,12620,France,15.3,2011,9,Tuesday,10,2011-09-20,Europe
546891,21993,FLORAL FOLK STATIONERY SET,1,2011-03-17 18:18:00,2.46,15287,United Kingdom,2.46,2011,3,Thursday,18,2011-03-17,UK
548708,22425,ENAMEL COLANDER CREAM,3,2011-04-03 12:41:00,4.95,13269,United Kingdom,14.85,2011,4,Sunday,12,2011-04-03,UK
577477,22154,ANGEL DECORATION 3 BUTTONS ,48,2011-11-20 11:32:00,0.42,14157,United Kingdom,20.16,2011,11,Sunday,11,2011-11-20,UK
556813,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-06-14 17:28:00,3.29,15287,United Kingdom,3.29,2011,6,Tuesday,17,2011-06-14,UK
556502,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-06-13 08:43:00,1.25,13761,United Kingdom,15.0,2011,6,Monday,8,2011-06-13,UK
538071,22867,HAND WARMER BIRD DESIGN,11,2010-12-09 14:09:00,4.21,15287,United Kingdom,46.31,2010,12,Thursday,14,2010-12-09,UK
546973,20712,JUMBO BAG WOODLAND ANIMALS,5,2011-03-18 12:07:00,4.13,15287,United Kingdom,20.65,2011,3,Friday,12,2011-03-18,UK
573486,22470,HEART OF WICKER LARGE,12,2011-10-31 11:40:00,2.95,13186,United Kingdom,35.400000000000006,2011,10,Monday,11,2011-10-31,UK
544075,79321,CHILLI LIGHTS,72,2011-02-15 14:50:00,4.95,14156,EIRE,356.40000000000003,2011,2,Tuesday,14,2011-02-15,Europe
573413,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,6,2011-10-30 16:12:00,1.25,15444,United Kingdom,7.5,2011,10,Sunday,16,2011-10-30,UK
569677,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-10-05 14:14:00,0.83,15106,United Kingdom,9.96,2011,10,Wednesday,14,2011-10-05,UK
575383,84836,ZINC METAL HEART DECORATION,12,2011-11-09 15:17:00,1.25,15986,United Kingdom,15.0,2011,11,Wednesday,15,2011-11-09,UK
